player_api_id,player_name,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,foot,attack_work_rate,defense_work_rate,height,weight,attacking,skill,movement,power,mentality,defending,goalkeeping,avg,fix_crossing,fix_short_passing,fix_finishing,fix_volleys,fix_heading_accuracy,fix_dribbling,fix_curve,fix_free_kick_accuracy,fix_long_passing,fix_ball_control,fix_acceleration,fix_sprint_speed,fix_agility,fix_reactions,fix_balance,fix_shot_power,fix_jumping,fix_stamina,fix_strength,fix_long_shots,fix_aggression,fix_interceptions,fix_positioning,fix_vision,fix_penalties,fix_marking,fix_standing_tackle,fix_sliding_tackle,fix_gk_diving,fix_gk_handling,fix_gk_kicking,fix_gk_positioning,fix_gk_reflexes
2907,Gregory Lacombe,65,66.5,73,30,54,71.5,58,66.5,63,71,63.5,72,71,73,75,61.5,61,59,54,69,35.5,53,56.5,52,61.5,74,54,30,41.5,56,11,8,10,5,8,-1,2,1,165.1,128,57.3,67.2,68.3,54.1,59.6,42.5,8.4,51.57575758,21.42424242,19.92424242,-21.57575758,6.424242424,2.424242424,14.92424242,11.42424242,19.42424242,11.92424242,20.42424242,19.42424242,21.42424242,23.42424242,9.924242424,9.424242424,7.424242424,2.424242424,17.42424242,-16.07575758,1.424242424,4.924242424,0.424242424,9.924242424,22.42424242,2.424242424,-21.57575758,-10.07575758,4.424242424,-40.57575758,-43.57575758,-41.57575758,-46.57575758,-43.57575758
2973,Ugur Inceman,69,69,66.5,56.5,62,72,57,61,58,63.5,71,74,54,64,66,70,58,71,56,66,72.5,67,70,67,68,65,54,62,69,62,8,8,11,11,6,1,2,1,182.88,176,62.8,65.5,62.4,66.5,64.8,64.33333333,8.8,55.96969697,10.53030303,16.03030303,0.53030303,1.03030303,6.03030303,5.03030303,2.03030303,7.53030303,15.03030303,18.03030303,-1.96969697,8.03030303,10.03030303,14.03030303,2.03030303,15.03030303,0.03030303,10.03030303,16.53030303,11.03030303,14.03030303,11.03030303,12.03030303,9.03030303,-1.96969697,6.03030303,13.03030303,6.03030303,-47.96969697,-47.96969697,-44.96969697,-44.96969697,-49.96969697
2977,David Rivas Rodriguez,67.5,64,40,41,75,41,20,40,30,35,54,44,29,27,45,52,44,58,58,52,83.5,45,73,64.5,50.5,48,34,69.5,71.5,56,7,14,11,9,10,1,2,1,190.5,187,43.4,40.6,39.4,59.3,54,65.66666667,10.2,43.37878788,-3.378787879,-2.378787879,-2.378787879,-23.37878788,31.62121212,-3.378787879,-13.37878788,-8.378787879,10.62121212,0.621212121,-14.37878788,-16.37878788,1.621212121,8.621212121,0.621212121,14.62121212,14.62121212,8.621212121,40.12121212,1.621212121,29.62121212,21.12121212,7.121212121,4.621212121,-9.378787879,26.12121212,28.12121212,12.62121212,-36.37878788,-29.37878788,-32.37878788,-34.37878788,-33.37878788
2983,Jorge Molina,73.5,74,40,76,81,62,76.5,61,54,58,53,72,49,54,49,73.5,33,81,68,62,91,56,75,40,84,58,77,29,31,18,5,13,7,12,13,1,2,1,187.96,192,67.1,59.6,51.7,71.6,66.8,26,10,51.87878788,-11.87878788,10.12121212,24.12121212,24.62121212,29.12121212,9.121212121,2.121212121,6.121212121,1.121212121,20.12121212,-2.878787879,2.121212121,-2.878787879,21.62121212,-18.87878788,29.12121212,16.12121212,10.12121212,39.12121212,4.121212121,23.12121212,-11.87878788,32.12121212,6.121212121,25.12121212,-22.87878788,-20.87878788,-33.87878788,-46.87878788,-38.87878788,-44.87878788,-39.87878788,-38.87878788
2984,Sergio Aragones,66,66,23,21,23,28,8,21,25,25,60.5,29,67,65,64,69,63,31,84,39,68,21,68,69,69,25,70,21.5,21,25,70.5,63.5,63,63.5,71,1,2,1,182.88,176,20.6,32.1,65.6,48.6,60.2,22.5,66.3,46.5,-23.5,-18.5,-25.5,-38.5,-23.5,-25.5,-21.5,-21.5,14,-17.5,20.5,18.5,17.5,22.5,16.5,-15.5,37.5,-7.5,21.5,-25.5,21.5,22.5,22.5,-21.5,23.5,-25,-25.5,-21.5,24,17,16.5,17,24.5
3140,Alexandre Hauw,66,71,60,53,64,69,54,65,63,51,68,68,72,73,74,72,67,64,68,78,67,56,68,67,53,68,63,57,62,61,8,20,66,20,20,1,0,1,175.26,150,60,63,71.6,66.6,63.8,60,26.8,58.75757576,1.242424242,10.24242424,-5.757575758,-4.757575758,5.242424242,6.242424242,4.242424242,-7.757575758,9.242424242,9.242424242,13.24242424,14.24242424,15.24242424,13.24242424,8.242424242,5.242424242,9.242424242,19.24242424,8.242424242,-2.757575758,9.242424242,8.242424242,-5.757575758,9.242424242,4.242424242,-1.757575758,3.242424242,2.242424242,-50.75757576,-38.75757576,7.242424242,-38.75757576,-38.75757576
3204,Marat Izmailov,78,78,72,70,58,78,65,83,75,68,75,80,78,76,79,77,83,81,54,59,55,80,59,51,75,79,76,35,43,31,8,14,9,11,11,1,2,1,170.18,154,68.6,76.2,78.6,65.8,68,36.33333333,10.6,59.03030303,12.96969697,18.96969697,10.96969697,5.96969697,-1.03030303,23.96969697,15.96969697,8.96969697,15.96969697,20.96969697,18.96969697,16.96969697,19.96969697,17.96969697,23.96969697,21.96969697,-5.03030303,-0.03030303,-4.03030303,20.96969697,-0.03030303,-8.03030303,15.96969697,19.96969697,16.96969697,-24.03030303,-16.03030303,-28.03030303,-51.03030303,-45.03030303,-50.03030303,-48.03030303,-48.03030303
3264,Abdelmalek Cherrad,62,73,49,64,65,54,58,58,46,44,27,64,69,54,66,58,62,63,74,58,61,59,52,63,64,66,62,30,34,36,11,20,27,20,20,1,2,2,185.42,165,58,47.8,61.8,63,61.4,33.33333333,19.6,50.24242424,-1.242424242,3.757575758,13.75757576,7.757575758,14.75757576,7.757575758,-4.242424242,-6.242424242,-23.24242424,13.75757576,18.75757576,3.757575758,15.75757576,7.757575758,11.75757576,12.75757576,23.75757576,7.757575758,10.75757576,8.757575758,1.757575758,12.75757576,13.75757576,15.75757576,11.75757576,-20.24242424,-16.24242424,-14.24242424,-39.24242424,-30.24242424,-23.24242424,-30.24242424,-30.24242424
3316,Oscar Sanchez,67,68,71,51,61,57,43,62,48,66,68,59,68,69,66,66,63,64,67,74,68,57,65,59,59,55,57,65,68,64,7,11,7,8,7,-1,2,1,180.34,159,56.6,60.6,66.4,66,59,65.66666667,8,53.93939394,17.06060606,3.060606061,-2.939393939,-10.93939394,7.060606061,8.060606061,-5.939393939,12.06060606,14.06060606,5.060606061,14.06060606,15.06060606,12.06060606,12.06060606,9.060606061,10.06060606,13.06060606,20.06060606,14.06060606,3.060606061,11.06060606,5.060606061,5.060606061,1.060606061,3.060606061,11.06060606,14.06060606,10.06060606,-46.93939394,-42.93939394,-46.93939394,-45.93939394,-46.93939394
3329,Vincent Euvrard,64,64,47,34,63,63,44,43,34,48,58,55,57,62,59,61,64,56,61,70,68,49,60,70,38,71,52,63,64,63,6,12,13,10,13,1,2,1,182.88,165,50.2,47.6,60.6,60.8,58.2,63.33333333,10.8,49.42424242,-2.424242424,13.57575758,-15.42424242,-5.424242424,13.57575758,-6.424242424,-15.42424242,-1.424242424,8.575757576,5.575757576,7.575757576,12.57575758,9.575757576,11.57575758,14.57575758,6.575757576,11.57575758,20.57575758,18.57575758,-0.424242424,10.57575758,20.57575758,-11.42424242,21.57575758,2.575757576,13.57575758,14.57575758,13.57575758,-43.42424242,-37.42424242,-36.42424242,-39.42424242,-36.42424242
3377,Luca Belingheri,69,69,69,60,62,73,60,67,64,68,68,70,72,70,82,69,69,68,64,70,68,68,60,53,67,68,55,41,50,51,7,12,6,6,15,1,3,3,182.88,154,64.8,67.4,72.4,67.6,60.6,47.33333333,9.2,56.12121212,12.87878788,16.87878788,3.878787879,3.878787879,5.878787879,10.87878788,7.878787879,11.87878788,11.87878788,13.87878788,15.87878788,13.87878788,25.87878788,12.87878788,12.87878788,11.87878788,7.878787879,13.87878788,11.87878788,11.87878788,3.878787879,-3.121212121,10.87878788,11.87878788,-1.121212121,-15.12121212,-6.121212121,-5.121212121,-49.12121212,-44.12121212,-50.12121212,-50.12121212,-41.12121212
3441,Aleksander Radosavljevic,66,68,55,34,61,62,46,61,46,51,64.5,61,49,47,54,69,70,60,63,65,71,57,75,73.5,52,64,40,66,65,65,9,15,12,12,14,1,2,1,182.88,174,51.6,56.7,57.8,63.2,60.9,65.33333333,12.4,51.78787879,3.212121212,10.21212121,-17.78787879,-5.787878788,9.212121212,9.212121212,-5.787878788,-0.787878788,12.71212121,9.212121212,-2.787878788,-4.787878788,2.212121212,17.21212121,18.21212121,8.212121212,11.21212121,13.21212121,19.21212121,5.212121212,23.21212121,21.71212121,0.212121212,12.21212121,-11.78787879,14.21212121,13.21212121,13.21212121,-42.78787879,-36.78787879,-39.78787879,-39.78787879,-37.78787879
3512,Peter Halmosi,70,71,72,62,50,64,69,76,66,61,62,74,78,76,75,58,60,67,52,72,53,61,57,62,71,72,69,56,59,62,5,6,15,13,12,-1,2,1,177.8,163,63.4,67.8,69.4,61,66.2,59,10.2,56.57575758,15.42424242,7.424242424,5.424242424,12.42424242,-6.575757576,19.42424242,9.424242424,4.424242424,5.424242424,17.42424242,21.42424242,19.42424242,18.42424242,1.424242424,3.424242424,10.42424242,-4.575757576,15.42424242,-3.575757576,4.424242424,0.424242424,5.424242424,14.42424242,15.42424242,12.42424242,-0.575757576,2.424242424,5.424242424,-51.57575758,-50.57575758,-41.57575758,-43.57575758,-44.57575758
3517,Alexandr Kerzhakov,79,81,71,81,70,76,68,74,66,78,69,79,81,83,74,76,71,86,83,82,69,81,80,34,83,75,80,40,21,19,12,13,12,15,11,1,3,3,175.26,168,73.2,73.2,77,80.2,70.4,26.66666667,12.6,61,10,15,20,7,9,13,5,17,8,18,20,22,13,15,10,25,22,21,8,20,19,-27,22,14,19,-21,-40,-42,-49,-48,-49,-46,-50
3520,Andrey Arshavin,79,79,74,75,47,78,77,85,73,76,76,87,77,76,85,74,84,81,53,54,65,79,47,27,76,81,73,22,28,27,9,11,13,7,15,1,1,1,172.72,154,70.2,79.4,79.2,66.4,60.8,25.66666667,11,57.93939394,16.06060606,20.06060606,17.06060606,19.06060606,-10.93939394,27.06060606,15.06060606,18.06060606,18.06060606,29.06060606,19.06060606,18.06060606,27.06060606,16.06060606,26.06060606,23.06060606,-4.939393939,-3.939393939,7.060606061,21.06060606,-10.93939394,-30.93939394,18.06060606,23.06060606,15.06060606,-35.93939394,-29.93939394,-30.93939394,-48.93939394,-46.93939394,-44.93939394,-50.93939394,-42.93939394
4863,Boban Grncarov,65,69,49,27,71,46,32,32,33,26,57,53,43,45,32,60,35,43,30,74,88,36,64,56,29,31,32,71,69,63,6,13,13,13,9,1,2,1,193.04,198,45,40.2,43,54.2,42.4,67.66666667,10.8,41.84848485,7.151515152,4.151515152,-14.84848485,-9.848484848,29.15151515,-9.848484848,-8.848484848,-15.84848485,15.15151515,11.15151515,1.151515152,3.151515152,-9.848484848,18.15151515,-6.848484848,1.151515152,-11.84848485,32.15151515,46.15151515,-5.848484848,22.15151515,14.15151515,-12.84848485,-10.84848485,-9.848484848,29.15151515,27.15151515,21.15151515,-35.84848485,-28.84848485,-28.84848485,-28.84848485,-32.84848485
4902,Iriney,73,76,53,54,52,78,57,73,73,60,70,81,68,67,67,74,70,69,71,82,74,62.5,86,75,62,72,52,57,72,66,10,7,7,7,9,1,2,1,177.8,154,58.8,71.4,69.2,71.7,69.4,65,8,58.71212121,-5.712121212,19.28787879,-4.712121212,-1.712121212,-6.712121212,14.28787879,14.28787879,1.287878788,11.28787879,22.28787879,9.287878788,8.287878788,8.287878788,15.28787879,11.28787879,10.28787879,12.28787879,23.28787879,15.28787879,3.787878788,27.28787879,16.28787879,3.287878788,13.28787879,-6.712121212,-1.712121212,13.28787879,7.287878788,-48.71212121,-51.71212121,-51.71212121,-51.71212121,-49.71212121
4939,Tim Clancy,60,61.5,50,16,61,54,11,41,34,16,45,53,61,67,58,52,54,15,63,71.5,79,19,83,58,43,49.5,18,58,62,53,10,11,13,14,11,1,2,1,180.34,176,38.4,37.8,58.4,49.5,50.3,57.66666667,11.8,42.54545455,7.454545455,11.45454545,-26.54545455,-31.54545455,18.45454545,-1.545454545,-8.545454545,-26.54545455,2.454545455,10.45454545,18.45454545,24.45454545,15.45454545,9.454545455,11.45454545,-27.54545455,20.45454545,28.95454545,36.45454545,-23.54545455,40.45454545,15.45454545,0.454545455,6.954545455,-24.54545455,15.45454545,19.45454545,10.45454545,-32.54545455,-31.54545455,-29.54545455,-28.54545455,-31.54545455
4999,Sebastian Olszar,57,65,40,62,66.5,50,52,49,32,37,36,63,60,58,39,40,51,63,60,51,75,40,49,22,55,53,48,25,22,18,5,14,6,7,11,1,2,1,182.88,163,54.1,43.4,49.6,57.8,45.4,21.66666667,8.6,41.1969697,-1.196969697,8.803030303,20.8030303,10.8030303,25.3030303,7.803030303,-9.196969697,-4.196969697,-5.196969697,21.8030303,18.8030303,16.8030303,-2.196969697,-1.196969697,9.803030303,21.8030303,18.8030303,9.803030303,33.8030303,-1.196969697,7.803030303,-19.1969697,13.8030303,11.8030303,6.803030303,-16.1969697,-19.1969697,-23.1969697,-36.1969697,-27.1969697,-35.1969697,-34.1969697,-30.1969697
5016,Ibrahim Sidibe,65,65,68,25,44,57,30,58,35,29,62,65,76,77,75,63,67,49,59,76,63,49,81,47,46,59,39,59,67,68,13,8,13,7,9,1,2,1,177.8,154,44.8,49.8,71.6,59.2,54.4,64.66666667,10,49.78787879,18.21212121,7.212121212,-24.78787879,-19.78787879,-5.787878788,8.212121212,-14.78787879,-20.78787879,12.21212121,15.21212121,26.21212121,27.21212121,25.21212121,13.21212121,17.21212121,-0.787878788,9.212121212,26.21212121,13.21212121,-0.787878788,31.21212121,-2.787878788,-3.787878788,9.212121212,-10.78787879,9.212121212,17.21212121,18.21212121,-36.78787879,-41.78787879,-36.78787879,-42.78787879,-40.78787879
5044,Jeroen Verhoeven,67,67,14,13,13,33,17,15,21,10,28,30,28,28,47,65,25,33,50,41,74,13,61,25,12,45,23,18,11,12,62,70,70,66,72,1,2,1,198.12,227,18,20.8,38.6,42.2,33.2,13.66666667,68,34.6969697,-20.6969697,-1.696969697,-21.6969697,-17.6969697,-21.6969697,-19.6969697,-13.6969697,-24.6969697,-6.696969697,-4.696969697,-6.696969697,-6.696969697,12.3030303,30.3030303,-9.696969697,-1.696969697,15.3030303,6.303030303,39.3030303,-21.6969697,26.3030303,-9.696969697,-22.6969697,10.3030303,-11.6969697,-16.6969697,-23.6969697,-22.6969697,27.3030303,35.3030303,35.3030303,31.3030303,37.3030303
5047,Wilko de Vogt,61,61,15,14,13,29,12,12,13,13,34,22,40,45,33,59,38,26,69,46,66,17,30,16,14,20,24,11,13,13,58,68,63,68,52,1,2,1,187.96,194,16.6,18.8,43,44.8,20.8,12.33333333,61.8,32.3030303,-17.3030303,-3.303030303,-18.3030303,-20.3030303,-19.3030303,-20.3030303,-19.3030303,-19.3030303,1.696969697,-10.3030303,7.696969697,12.6969697,0.696969697,26.6969697,5.696969697,-6.303030303,36.6969697,13.6969697,33.6969697,-15.3030303,-2.303030303,-16.3030303,-18.3030303,-12.3030303,-8.303030303,-21.3030303,-19.3030303,-19.3030303,25.6969697,35.6969697,30.6969697,35.6969697,19.6969697
5063,Sander Duits,67,67,60,55,66,67,53,64,72,72,68,64,68,61,69,66,65,72,51,84,68,70,84,66,59,65,67,58,66,66,9,13,13,11,15,-1,2,1,182.88,172,60.2,68,65.8,69,68.2,63.33333333,12.2,57.78787879,2.212121212,9.212121212,-2.787878788,-4.787878788,8.212121212,6.212121212,14.21212121,14.21212121,10.21212121,6.212121212,10.21212121,3.212121212,11.21212121,8.212121212,7.212121212,14.21212121,-6.787878788,26.21212121,10.21212121,12.21212121,26.21212121,8.212121212,1.212121212,7.212121212,9.212121212,0.212121212,8.212121212,8.212121212,-48.78787879,-44.78787879,-44.78787879,-46.78787879,-42.78787879
5192,Manuel Silas,72,74,67,69,69,73,64,68,57,67,69,74,75,74,80,73,72,71,72,76,71,69,71,73,73,75,68,58,60,51,8,18,60.5,16,15.5,1,0,1,177.8,157,68.4,67,74.8,71.8,72,56.33333333,23.6,62.33333333,4.666666667,10.66666667,6.666666667,1.666666667,6.666666667,5.666666667,-5.333333333,4.666666667,6.666666667,11.66666667,12.66666667,11.66666667,17.66666667,10.66666667,9.666666667,8.666666667,9.666666667,13.66666667,8.666666667,6.666666667,8.666666667,10.66666667,10.66666667,12.66666667,5.666666667,-4.333333333,-2.333333333,-11.33333333,-54.33333333,-44.33333333,-1.833333333,-46.33333333,-46.83333333
5202,Remy Gomis,71,73,52,52,66,70,47,59,37,54,66,67,67,65,66,67,69,72,71,80,78,65,80,74,48,63,48,60,75,72,15,6,13,10,7,1,2,1,180.34,163,57.4,56.6,66.8,73.2,62.6,69,10.2,55.78787879,-3.787878788,14.21212121,-3.787878788,-8.787878788,10.21212121,3.212121212,-18.78787879,-1.787878788,10.21212121,11.21212121,11.21212121,9.212121212,10.21212121,11.21212121,13.21212121,16.21212121,15.21212121,24.21212121,22.21212121,9.212121212,24.21212121,18.21212121,-7.787878788,7.212121212,-7.787878788,4.212121212,19.21212121,16.21212121,-40.78787879,-49.78787879,-42.78787879,-45.78787879,-48.78787879
5217,Laurent Batlles,72,79,68,64,61,75,70,72,75,68,71,73,72,68,76,70,69,72,70,68,68,78,67,55,66.5,75,63,33,47,36,7,9,43,14,9,1,2,1,175.26,150,67.6,71.8,71,71.2,65.3,38.66666667,16.4,58.56060606,9.439393939,16.43939394,5.439393939,11.43939394,2.439393939,13.43939394,16.43939394,9.439393939,12.43939394,14.43939394,13.43939394,9.439393939,17.43939394,11.43939394,10.43939394,13.43939394,11.43939394,9.439393939,9.439393939,19.43939394,8.439393939,-3.560606061,7.939393939,16.43939394,4.439393939,-25.56060606,-11.56060606,-22.56060606,-51.56060606,-49.56060606,-15.56060606,-44.56060606,-49.56060606
5223,Raffaele Rubino,62,62,50,60,63,55,50,60,52,50,45,63,66,55,78,58,62,65,62,55,76,55,42,31,64,56,60,12,25,25,9,8,13,10,12,1,2,1,182.88,176,55.6,54,63.8,62.6,50.6,20.66666667,10.4,46.87878788,3.121212121,8.121212121,13.12121212,3.121212121,16.12121212,13.12121212,5.121212121,3.121212121,-1.878787879,16.12121212,19.12121212,8.121212121,31.12121212,11.12121212,15.12121212,18.12121212,15.12121212,8.121212121,29.12121212,8.121212121,-4.878787879,-15.87878788,17.12121212,9.121212121,13.12121212,-34.87878788,-21.87878788,-21.87878788,-37.87878788,-38.87878788,-33.87878788,-36.87878788,-34.87878788
5233,Iban Javier Cuadrado,68,73,52.5,21.5,70,46.5,24,36,15,34,56.5,61,60,61,54,58,63,51,57,65,71,38,66.5,56.5,56,52,59.5,70,76,64,9,22,56.5,22,22,1,0,1,187.96,176,42.9,40.5,59.2,56.4,58.1,70,26.3,49.3030303,3.196969697,-2.803030303,-27.8030303,-25.3030303,20.6969697,-13.3030303,-34.3030303,-15.3030303,7.196969697,11.6969697,10.6969697,11.6969697,4.696969697,8.696969697,13.6969697,1.696969697,7.696969697,15.6969697,21.6969697,-11.3030303,17.1969697,7.196969697,6.696969697,2.696969697,10.1969697,20.6969697,26.6969697,14.6969697,-40.3030303,-27.3030303,7.196969697,-27.3030303,-27.3030303
